CÓDIGO,DESCRIÇÃO,DT_INI,DT_FIM,TIPO,CONTA SUPERIOR,NÍVEL,NATUREZA,ORIENTAÇÕES,Voltar Indice
2.01.01.17.10,Passivo Contingente Assumido em Combinação de Negócios - Circulante,01012015,,A,2.01.01.17,5,2,Contas que registram o passivo contingente assumido de curto prazo em uma combinação de negócios.,
2.01.01.17.11,Faturamento para Entrega Futura - Circulante,01012015,,A,2.01.01.17,5,2,"Contas que registram os faturamentos antecipados, por conta de futuros fornecimentos, não gerando nenhum direito, portanto retificando o saldo de duplicatas a receber.",
2.01.01.17.12,Juros sobre o Capital Próprio a Pagar - Circulante,01012015,,A,2.01.01.17,5,2,Contas que registram o valor dos juros sobre o capital próprio a serem pagos no exercício subsequente aos sócios ou acionistas.,
2.01.01.17.13,Dividendos a Pagar – Circulante,01012015,,A,2.01.01.17,5,2,"Contas que registram o valor dos dividendos aprovados pela Assembleia, creditados aos acionistas ou propostos pela administração da pessoa jurídica na data do balanço, como parte da destinação proposta para os lucros.",
2.01.01.17.15, Conta de Controle de Custo Contratado - Circulante,01012015,,A,2.01.01.17,5,2,"Contas que registram o controle de custo contratado, utilizadas  pelas pessoas jurídicas da atividade imobiliária.",
2.01.01.17.16, Conta de Controle de Custo Orçado - Circulante,01012015,,A,2.01.01.17,5,2,"Contas que registram o controle de custo orçado, utilizadas  pelas pessoas jurídicas da atividade imobiliária.",
2.01.01.17.25,Direitos Creditórios a Pagar - Circulante,01012015,,A,2.01.01.17,5,2,"Contas que registram os direitos creditórios a pagar, utilizadas  por pessoa jurídica que exerça ativididade de securitização.",
2.01.01.17.28,Outras Obrigações – Circulante,01012015,,A,2.01.01.17,5,2,Contas que registram outras obrigações na classificadas em contas mais específicas. ,
2.01.01.17.50,(-)Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP)  – Outras Contas a Pagar - Circulante,01012015,,A,2.01.01.17,5,2,"Contas que registram os valores dos juros a serem apropriados como despesa financeira decorrente do ajuste a valor presente efetuados em outras obrigações. Referidos valores serão apropriados ao resultado pelo regime de competência e adicionados ao Lucro Real(art. 38, §2º, Instrução Normativa SRF nº 1.515/2014). Em sendo as contrapartidas registradas em subcontas vinculadas a ativos, poderão ser excluídas no período em que os ativos forem realizados, nos termos do art. 37, Instrução Normativa SRF nº 1.515/2014.",
2.01.01.17.60,CPC 47 - Passivos de Contrato - Circulante,01012018,,A,2.01.01.17,5,2,Contas que registram os efeitos no passivo circulante decorrentes da adoção do Pronunciamento Técnico CPC  47 - Receita de Contrato com Cliente.,
2.01.01.19,RECEITAS DIFERIDAS,01012015,,S,2.01.01,4,2,,
2.01.01.19.01,Receitas Diferidas,01012015,,A,2.01.01.19,5,2,"Contas que registram o valor das receitas faturadas e recebidas antecipadamente decorrente da venda de bens e serviços, cuja a execução e entrega ocorrem até o término do ano-calendário subsequente. Também se considera como receitas de exercícios futuros os juros e demais receitas financeiras recebidas antecipadamente em transações financeiras.",
2.01.01.19.02,(-) Custos Correspondentes às Receitas Diferidas,01012015,,A,2.01.01.19,5,2,Contas que registram o valor dos custos e despesas de exercícios futuros referentes às receitas diferidas.,
2.01.01.19.03,Subvenção Governamental a Apropriar,01012015,,A,2.01.01.19,5,2,"Contas que registram o valor das doações e subvenções governamentais, enquanto não transferidas para o resultado do exercício.",
2.01.01.19.50,(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP)  – Receitas Diferidas,01012015,,A,2.01.01.19,5,2,"Contas que registram os valores dos juros a serem apropriados como despesa financeira decorrente do ajuste a valor presente efetuados em outras obrigações. Referidos valores serão apropriados ao resultado pelo regime de competência e adicionados ao Lucro Real(art. 38, §2º, Instrução Normativa SRF nº 1.515/2014). Em sendo as contrapartidas registradas em subcontas vinculadas a ativos, poderão ser excluídas no período em que os ativos forem realizados, nos termos do art. 37, Instrução Normativa SRF nº 1.515/2014.",
2.02,PASSIVO NÃO-CIRCULANTE,01012015,,S,2,2,2,,
2.02.01,OBRIGAÇÕES A LONGO PRAZO,01012015,,S,2.02,3,2,,
2.02.01.01,EMPRÉSTIMOS E FINANCIAMENTOS - LONGO PRAZO,01012015,,S,2.02.01,4,2,,
2.02.01.01.01,Fornecedores - No País - Longo Prazo,01012015,,A,2.02.01.01,5,2,"Contas que registram o valor a pagar correspondentes à compra de bens, direitos e serviços de fornecedores nacionais, seja relacionado ou não com declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12.",
2.02.01.01.02,Fornecedores - No Exterior - Longo Prazo,01012015,,A,2.02.01.01,5,2,"Contas que registram o valor a pagar correspondentes à compra de bens, direitos e serviços de fornecedores estrangeiros, seja relacionado ou não com declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12.",
2.02.01.01.03,Credores por Financiamento - Longo Prazo,01012015,,A,2.02.01.01,5,2,Contas que registram obrigações resultantes de financiamentos de bens e equipamentos do ativo imobilizado concedidos à empresa pelos próprios fornecedores de tais bens.,
2.02.01.01.04,Títulos a Pagar - Longo Prazo,01012015,,A,2.02.01.01,5,2,"Contas que registram outras títulos a pagar não classificados em contas mais específicas, principalmente no grupo 2.02.01.07",
2.02.01.01.05,Duplicatas Descontadas - Longo Prazo,01012015,,A,2.02.01.01,5,2,"Contas que registram o valor das parcelas a serem subtraídas do longo prazo, correspondentes a valores das duplicatas descontadas que retificam o grupo de clientes. Ainda que represente uma dívida, caso a pessoa jurídica registre esta conta no ativo, deve ser classificada neste referencial junto com a conta que retifique na contabilidade societária.",
2.02.01.01.06,Empréstimos ou Financiamentos - no País - Longo Prazo,01012015,,A,2.02.01.01,5,2,"Contas que registram o valor dos financiamentos e empréstimos a longo prazo, obtidos com instituição financeira no país. Encargos financeiros a transcorrer e juros a pagar decorrentes devem ser classificadas nesta conta. As obrigações por empréstimos tomados  com pessoa jurídica não financeira e física deverão ser informados na conta de mútuos.",
2.02.01.01.07,Empréstimos ou Financiamentos - no Exterior - Longo Prazo,01012015,,A,2.02.01.01,5,2,"Contas que registram o valor dos financiamentos e empréstimos a longo prazo, obtidos com instituição financeira no exterior. Encargos financeiros a transcorrer e juros a pagar decorrentes devem ser classificadas nesta conta. As obrigações por empréstimos tomados  com pessoa jurídica não financeira e física deverão ser informados na conta de mútuos",
2.02.01.01.08,Adiantamentos de Contrato de Câmbio - Longo Prazo,01012015,,A,2.02.01.01,5,2,"Contas que registram o valor das operações de crédito na modalidade de adiantamento de contrato de câmbio, vencíveis a longo prazo.",
2.02.01.01.09,Arrendamento no País - Longo Prazo,01012015,,A,2.02.01.01,5,2,"Contas que registram o valor das obrigações relativas a arrendamento contratado no país, vencíveis a longo prazo.",
2.02.01.01.10,Arrendamento no Exterior - Longo Prazo,01012015,,A,2.02.01.01,5,2,"Contas que registram o valor das obrigações relativas a arrendamento contratado no exterior, vencíveis a longo prazo.",
2.02.01.01.11,Adiantamentos de Clientes - no País – Longo Prazo,01012015,,A,2.02.01.01,5,2,Contas que registram o valor correspondente a adiantamentos de clientes no país de longo prazo.,
2.02.01.01.12,Adiantamentos de Clientes - no Exterior – Longo Prazo,01012015,,A,2.02.01.01,5,2,Contas que registram o valor correspondente a adiantamentos de clientes no exterior de longo prazo.,
2.02.01.01.50,(-)Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP)  – Empréstimos e Financiamentos - Longo Prazo,01012015,,A,2.02.01.01,5,2,"Contas que registram os valores dos juros a serem apropriados como despesa financeira decorrente do ajuste a valor presente efetuados nos instrumentos de dívidas vinculados a empréstimos e financiamentos. Referidos valores serão apropriados ao resultado pelo regime de competência e adicionados ao Lucro Real(art. 38, §2º, Instrução Normativa SRF nº 1.515/2014). Exceto para as operações de leasing financeiro(art. 89, Instrução Normativa SRF nº 1.515/2014) em sendo as contrapartidas registradas em subcontas vinculadas aos ativos adquiridos, poderão ser excluídas no período em que os ativos forem realizados, nos termos do art. 37, Instrução Normativa SRF nº 1.515/2014.",
2.02.01.01.70,Subconta - Ajuste a Valor Justo - Empréstimos e Financiamentos - Longo Prazo,01012015,,A,2.02.01.01,5,2,"Contas que registram os ajustes a valor justo positivos ou negativos efetuados sobre os passivos financeiros, inclusive decorrentes apenas de sua mensuração inicial. Referidos valores  deverão ser computados na apuração  Lucro Real quando da baixa ou liquidação do passivo(arts. 49/53,  Instrução Normativa SRF nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I,  exemplos 5/6). Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 33, §3º, Instrução Normativa SRF nº 1.515/2014)",
2.02.01.01.90,Subconta – Adoção Inicial -  Empréstimos e Financiamentos - Longo Prazo,01012015,,A,2.02.01.01,5,2,"Contas que registram as diferenças positivas ou negativas, na data da adoção dos efeitos da Lei nº 12.973/2014, entre o valor do passivo mensurado de acordo as disposições da Lei nº 6.404/1976 e o valor mensurado pelos métodos e critérios vigentes em 31/12/2007(arts. 66/67, Lei nº 12.973/2014). Referidos valores  deverão ser computados na apuração  Lucro Real à medida que o passivo for baixado ou liquidado (arts. 165 e 168,  Instrução Normativa SRF nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I,  exemplos 1/2). Conforme disciplinado art. 169, § 9ª, Instrução Normativa SRF nº 1.515/2014, cada subconta de adoção inicial deve registrar individualmente a diferença de valor identificada em cada ativo.  Apenas no caso da conta contábil que registra o passivo consolidar vários itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 169, §6º, Instrução Normativa SRF nº 1.515/2014)",
2.02.01.02,BENEFÍCIOS A EMPREGADOS - LONGO PRAZO,01012015,,S,2.02.01,4,2,,
2.02.01.02.01,Benefícios Pós Emprego - Longo Prazo ,01012015,,A,2.02.01.02,5,2,"Contas que registram os benefícios pós-emprego a pagar no longo prazo. Nos termos do item 26, CPC 33(R1), aqueles pagos após o período de emprego, tais como aposentadoria, pensões, seguro de via e assistência médica pós-emprego.",
2.02.01.02.02,Outro Benefícios de Longo Prazo - Longo Prazo ,01012015,,A,2.02.01.02,5,2,"Contas que registram outros benefícios de longo prazo a pagar no longo prazo. Nos termos do item 5(c), CPC 33(R1), são aqueles que não se espera  sejam integralmente liquidados em até doze meses após o fim do exercício em que os empregados prestarem o respectivo serviço, tais como ausências remuneradas de longo prazo, licenças por tempo de serviço, jubileu , benefícios por invalidez de longo prazo.",
2.02.01.02.03,Benefícios Rescisórios - Longo Prazo ,01012015,,A,2.02.01.02,5,2,"Contas que registram os benefícios rescisórios a pagar no longo prazo. Nos termos do item 8, CPC 33(R1), são aqueles fornecidos pela rescisão do contrato de trabalho de empregado, seja decisão da pessoa jurídica de terminar o vínculo empregatício do empregado antes da data normal da aposentadoria, seja decisão do empregado de aceitar uma oferta de benefícios em troca da rescisão do contrato de trabalho.",
2.02.01.03,PARCELAMENTOS FISCAIS  - LONGO PRAZO,01012015,,S,2.02.01,4,2,,
2.02.01.03.01,Parcelamentos Especiais e Ordinários a Recolher - Tributos Federais - Longo Prazo,01012015,,A,2.02.01.03,5,2,Contas que registram o valor de parcelamentos especiais e ordinários de tributos federais vencíveis a longo prazo.,
2.02.01.03.02,Parcelamentos Especiais e Ordinários a Recolher - Tributos Estaduais e Municipais - Longo Prazo,01012015,,A,2.02.01.03,5,2,Contas que registram o valor de parcelamentos especiais e ordinários de tributos estaduais e municipais vencíveis a longo prazo.,
2.02.01.03.28,Outros Tributos a Recolher - Longo Prazo,01012015,,A,2.02.01.03,5,2,"Contas que registram o valor de outras obrigações tributárias vencíveis a longo prazo, não classificadas em contas mais específicas. ",
2.02.01.05,PASSIVOS FISCAIS DIFERIDOS - LONGO PRAZO,01012015,,S,2.02.01,4,2,,
2.02.01.05.01,Débitos Fiscais IRPJ - Diferenças Temporárias - Longo Prazo,01012015,,A,2.02.01.05,5,2,"Contas que registram o valor do tributo devido em período futuro relacionado a diferenças temporárias tributáveis. Diferenças temporárias são divergências no valor contábil de ativo ou passivo no balanço e sua base fiscal, nos termos do CPC32.",
2.02.01.05.02,Débitos Fiscais CSLL - Diferenças Temporárias - Longo Prazo,01012015,,A,2.02.01.05,5,2,"Contas que registram o valor do tributo devido em período futuro relacionado a diferenças temporárias tributáveis. Diferenças temporárias são divergências no valor contábil de ativo ou passivo no balanço e sua base fiscal, nos termos do CPC32.",
